"Date","Price","Open","High","Low","Vol.","Change %"
"04/09/2025","158.71","144.41","159.55","143.90","70.41M","9.68%"
"04/08/2025","144.70","151.22","152.24","143.03","52.20M","-1.40%"
"04/07/2025","146.75","141.55","152.85","140.53","76.79M","0.79%"
"04/04/2025","145.60","148.01","151.07","145.38","62.26M","-3.40%"
"04/03/2025","150.72","151.11","152.78","150.39","46.88M","-4.02%"
"04/02/2025","157.04","155.15","158.41","154.70","25.04M","-0.02%"
"04/01/2025","157.07","153.62","158.10","153.62","30.67M","1.57%"
"03/31/2025","154.64","153.11","155.54","150.66","54.60M","0.20%"
"03/28/2025","154.33","160.49","161.82","153.63","48.67M","-4.88%"
"03/27/2025","162.24","164.63","165.42","162.00","24.51M","-1.71%"
"03/26/2025","165.06","169.00","169.61","164.84","28.94M","-3.22%"
"03/25/2025","170.56","168.98","170.63","168.32","24.17M","1.72%"
"03/24/2025","167.68","167.07","168.32","165.14","30.88M","2.25%"
"03/21/2025","163.99","161.21","164.24","160.89","36.63M","0.73%"
"03/20/2025","162.80","161.57","164.89","160.96","28.14M","-0.67%"
"03/19/2025","163.89","161.76","165.87","161.00","34.28M","2.00%"
"03/18/2025","160.67","163.68","164.25","156.72","42.07M","-2.20%"
"03/17/2025","164.29","165.03","166.30","163.67","31.18M","-0.73%"
"03/14/2025","165.49","163.27","166.49","162.45","32.00M","1.68%"
"03/13/2025","162.76","166.04","166.13","162.11","31.76M","-2.60%"
"03/12/2025","167.11","166.58","167.64","163.53","28.37M","1.87%"
"03/11/2025","164.04","164.91","166.75","161.37","39.59M","-1.10%"
"03/10/2025","165.87","168.26","168.46","163.69","43.60M","-4.60%"
"03/07/2025","173.86","171.26","174.97","170.27","27.39M","0.88%"
"03/06/2025","172.35","170.53","174.81","170.50","28.30M","-0.39%"
"03/05/2025","173.02","170.52","173.78","169.06","30.95M","1.23%"
"03/04/2025","170.92","166.24","173.29","165.80","45.39M","2.34%"
"03/03/2025","167.01","171.93","173.37","165.93","40.77M","-1.92%"
"02/28/2025","170.28","168.68","170.61","166.77","48.13M","1.06%"
"02/27/2025","168.50","173.99","174.56","167.94","39.99M","-2.45%"
"02/26/2025","172.73","175.07","176.08","171.58","35.43M","-1.53%"
"02/25/2025","175.42","178.04","178.74","174.69","41.91M","-2.14%"
"02/24/2025","179.25","181.99","183.12","178.88","29.85M","-0.23%"
"02/21/2025","179.66","185.15","185.34","179.08","35.20M","-2.65%"
"02/20/2025","184.56","184.80","185.31","182.72","20.44M","-0.38%"
"02/19/2025","185.27","184.07","185.46","183.59","19.55M","0.82%"
"02/18/2025","183.77","185.60","185.96","181.74","29.92M","-0.79%"
"02/14/2025","185.23","185.05","186.40","184.32","20.45M","-0.49%"
"02/13/2025","186.14","184.32","186.28","183.14","21.40M","1.38%"
"02/12/2025","183.61","183.22","185.11","181.83","22.07M","-0.92%"
"02/11/2025","185.32","185.03","186.94","184.28","21.24M","-0.62%"
"02/10/2025","186.47","187.35","188.20","185.86","23.11M","0.61%"
"02/07/2025","185.34","191.05","191.18","183.24","49.31M","-3.27%"
"02/06/2025","191.60","189.50","192.10","188.72","29.30M","0.14%"
"02/05/2025","191.33","191.07","192.75","188.03","70.46M","-7.29%"
"02/04/2025","206.38","203.39","207.05","202.81","43.86M","2.56%"
"02/03/2025","201.23","200.69","203.75","200.10","27.84M","-1.37%"
"01/31/2025","204.02","202.00","205.48","201.80","32.04M","1.57%"
"01/30/2025","200.87","198.00","201.40","197.67","24.35M","2.79%"
"01/29/2025","195.41","195.55","196.79","193.43","18.22M","0.06%"
"01/28/2025","195.30","192.74","195.48","190.68","24.16M","1.82%"
"01/27/2025","191.81","192.41","196.88","190.73","41.73M","-4.20%"
"01/24/2025","200.21","198.10","200.90","198.00","23.88M","1.13%"
"01/23/2025","197.98","198.14","200.30","195.20","26.95M","-0.20%"
"01/22/2025","198.37","199.06","200.48","197.53","26.20M","0.16%"
"01/21/2025","198.05","199.07","202.29","197.87","29.97M","1.05%"
"01/17/2025","196.00","196.53","197.23","193.75","27.74M","1.60%"
"01/16/2025","192.91","194.14","195.48","192.81","17.82M","-1.35%"
"01/15/2025","195.55","193.09","196.36","191.86","21.78M","3.11%"
"01/14/2025","189.66","191.24","191.98","188.31","17.17M","-0.71%"
"01/13/2025","191.01","190.07","191.18","187.36","21.82M","-0.54%"
"01/10/2025","192.04","194.29","196.52","190.31","26.67M","-0.98%"
"01/08/2025","193.95","192.57","196.29","192.38","24.86M","-0.79%"
"01/07/2025","195.49","197.11","201.00","194.60","26.49M","-0.70%"
"01/06/2025","196.87","193.98","198.22","193.85","29.56M","2.65%"
"01/03/2025","191.79","191.37","193.21","189.98","18.60M","1.25%"
"01/02/2025","189.43","190.65","192.00","187.50","20.37M","0.07%"
